@fortune_sachiko,2022-06-02 12:39:55,Kiss（キス）の新作グリッターがやばい…。まぶたに偏光感をプラスして、濡れツヤまぶたを叶えるクリアカラー「52 バブル」。まぶたに指でポンポンとラメをのせるだけで、透明感爆上がりの予感 ,1532205343299710976
@fortune_sachiko,2022-06-01 20:57:56,かんわいい…タキシードサムのアイシャドウめっちゃ欲しい〜 ,1531968285415047170
@fortune_sachiko,2022-06-01 16:20:10,今狙ってる韓国コスメ、ウリリウの「エッグサンバーム」。TikTokで本田翼さんがおすすめしてたオールインワンクッションで、紫外線対策（SPF50+/PA++++）・トーンアップ・化粧下地の1品3役。8月に日本上陸するらしいけど、多分待ちきれずに通販で買っちゃうな…‍♀️ ,1531898382389653506
@fortune_sachiko,2022-06-01 13:21:40,YSLヴォリュプテ夏新作のミルクシェイクリップが可愛い✔️NO.150 ヌード ランジェリーピーチミルク✔️NO.151 オレンジ カラコマンゴーミルク✔️NO.154 チェスナット コルセットラズベリーミルクキャンディグレーズからは、ミルキーパールたっぷりのバニラアイスみたいな限定品も✨ ,1531853462614310913
@fortune_sachiko,2022-05-31 15:12:27,シュウウエムラの“なぎなた形”アイブロウがお削り不要になった！便利な繰り出し式で、常にシャープな“なぎなた形”をキープしてくれるらしい。これはかなりハードルが下がったから挑戦したくなる〜 ,1531518955600285697
@fortune_sachiko,2022-05-31 11:38:11,ラプンツェル限定デザインの&amp;honeyシリーズが可愛い☺️©︎Disney ,1531465030230679553
@fortune_sachiko,2022-05-30 16:07:03,ヒロインメイク「第3のマスカラ」の限定色が可愛い〜！！！儚げくすみカラーが揃った、限定ブラウンコレクション。52 ラテピンクブラウン53 ラベンダーブラウン54 ミルキーブラウン普段使いもしやすい、くすみブラウンの限定3色で、6/20〜数量限定発売されるそうです ,1531170308299796480
@fortune_sachiko,2022-05-30 11:08:45,SHIRO『亜麻ネイル』の限定カラーが可愛い〜。幸子はキラキラのゴールドパールが配合されたアッシュグレー「2F04 リフレクショングレー」が気になってる✨ ,1531095236948000768
@fortune_sachiko,2022-05-29 13:29:59,ほんのりサクラ色で透明感を演出してくれる、イニスフリーの新作トーンアップクリームが良さそう。SPF50+/PA++++で化粧下地兼日やけ止めとしても使えるし、美容保湿成分がたっぷり配合されてるから、夏の乾燥からもお肌を守ってくれる ,1530768389970350080
@fortune_sachiko,2022-05-28 14:32:22,不器用＆面倒くさがりな幸子がやってる実際に面長が緩和した超簡単テク。・眉マスカラで眉色を明るく・リップは少し濃いめの色に・まつ毛は上げすぎない・アイメイクは横幅と下まぶた重視・フェイスラインと耳を出す髪型に・チークは頬骨の高さで横長にのせる・鼻先と顎先にもチークをON ,1530421702840053760
@fortune_sachiko,2022-05-28 11:57:40,REDで中国美女たちが絶賛してる、NARS「アフターグローコレクション」の新作リップグロス。特に「02471 シマリングモーヴ」がめちゃくちゃ可愛くて人気。くすみローズにラメが贅沢に入ってて、大人の色っぽい唇に仕上がるみたい☺️画像提供：RED （505459546） ,1530382771998236672
@fortune_sachiko,2022-05-27 20:32:00,IVEウォニョンちゃんのモノマネメイクアイメイクが終わった1:12〜あたりからの激変具合が本当にすごいから見てみて！あとほっぺのハイライトが可愛い〜✨中国美女のメイク研究はレベル高いな…#メイク好きな人と繋がりたい 画像提供：RED （Xmer_1219） ,1530149819649753088
@fortune_sachiko,2022-05-27 17:32:27,灼熱のタイでは年中強烈な“暑さと日差し”に見舞われるから「崩れにくさ・美白・ニキビ」に特化したコスメが多い！美容大国と言われるだけあって、国内に化粧品工場も多くて原材料も現地で手に入るから、プチプラなのに高品質。地理的に海外文化も自然と集まってトレンド性も高い。おそるべしタイ… ,1530104635012227072
@fortune_sachiko,2022-05-27 15:59:36,カラークラブの2022夏ネイル✨絶妙なくすみリゾートカラーが揃ったコレクションなんだけど、偏光パールたっぷりのブラウン「D290 セピアフィルム」が気になりすぎる…！異彩を放ちすぎじゃない？？ ,1530081269635117056
@fortune_sachiko,2022-05-27 12:14:44,白桃ミルク色の繊維入りネイルが可愛い✨めっちゃ果汁感があって夏のネイルに良さそう。繊維ネイルって、繊維量が多いと毛糸みたいなふわふわネイルに、少ないと果実みたいなネイルに仕上がるんだって。他のカラーも可愛かった☺️ ,1530024678365925376
@fortune_sachiko,2022-05-26 17:41:17,6/3〜全国発売で、現在先行発売中の「ディオールショウ シリーズ」新作＆限定品✨高級感のあるアイメイクを叶える、アイシャドウやマスカラ、アイライナーなどがラインナップしています！ ,1529744470232551425
@fortune_sachiko,2022-05-26 14:28:14,UZUの限定リップセットが破格すぎるから見て…。リップ約1本分の値段で、種類違いのリップが4本ついてくる。しかもピンク・イエロー・パープル・グリーンの4種展開で、好みのセットを選んで買えるから色味の失敗も少ない！これで税込1980円、これはすぐ売り切れそう。 ,1529695888267890688
@fortune_sachiko,2022-05-26 12:08:32,リンメルから新しい単色アイシャドウが出る！グリッター・シマー・マットの3種のパールが配合された、クリアな輝きのキューブアイシャドウ。全16色の豊富なカラバリで、6/3〜発売されるらしい✍ ,1529660732031193095
@fortune_sachiko,2022-05-25 20:32:39,3COINSの12色入りアイシャドウパレット、税込550円って破格すぎない？？and usはあんまりチェックしてなかったんだけど、今度行ってみるか… ,1529425209568047104
@fortune_sachiko,2022-05-25 15:25:45,微細パールが煌めくのアルマーニの新作リップが気になる…！くすみカラーのベージュ・赤・ピンク系の6色が揃っていて、これぞ大人のモテカラーって感じ7月発売のマルチカラーバームも可愛い。 ,1529347974546960384
@fortune_sachiko,2022-05-25 11:04:53,ドンピシャで好みのアイシャドウきた…。ベージュ・ブラウン系のマットカラーが中心だから日常使いしやすいし、グリーン＆くすみピンクの多色ラメをトッピングしたら、今っぽい透明感メイクもできる ,1529282322662449153
@fortune_sachiko,2022-05-24 17:18:18,Diorから6/3〜数量限定発売されるサンクベルベット全5色。「729 ローザ ムタビリス（左下）」のパステルピンク＆ローズの組み合わせが最高に可愛い…現在オンラインと一部店舗で先行発売中です！ ,1529013909759221760
@fortune_sachiko,2022-05-24 14:06:49,YSLのピンクのクッション可愛すぎ…#美容垢さんとつながりたい ,1528965722629517312
@fortune_sachiko,2022-05-24 12:52:03,メディヒールからティーツリーシリーズの「日やけ止めクリーム」が発売される！SPF50+/PA++++で紫外線対策はもちろん、乾燥・肌荒れ対策もできるサンクリーム。しっとりしてるのにベタつかないから、日常使いしやすいそうです ,1528946906465914880
@fortune_sachiko,2022-05-24 11:12:09,最近お気に入りのミルクタッチ「グロッシーゼリーオーリップティント」ピグベア。パキッとしすぎない、くすみ系の赤リップで程よい抜け感が出る。グロスを塗ったような“うるツヤ膜”が可愛いし、色持ちもgood#今日のリップ ＃幸子のリップ ,1528921767405768707
@fortune_sachiko,2022-05-23 17:34:17,ミルクみたいな、まろやかパステルカラーのマニキュアが可愛いパリ発のヴィーガンネイル「マニキュリスト」っていうブランドのネイルカラーなんだって☺️✨ ,1528655545258758144
@fortune_sachiko,2022-05-23 13:16:42,キャンメイク5月下旬発売コスメ✍アイバッグコンシーラー限定2色ぷっくり涙袋を作る細芯コンシーラーオイルブロックミネラルパウダー新色CICAエキスを配合した緑色ルースパウダーグロウフルールチークス限定2色発光ツヤ×透けマットのブレンドチーク涙袋コンシーラーは爆売れの予感… ,1528590719610286080
@fortune_sachiko,2022-05-23 11:26:53,NARS「サマーアンレイテッドコレクション」。リップマスクがすごく気になる…！ナーズのORGASMは間違いなく可愛いから好き ,1528563083152568320
@fortune_sachiko,2022-05-22 18:45:15,ちゅるんピンク×微細ラメ×ホロのマニキュアが可愛い。爪の真ん中にぷっくり重ねるように塗れば、爪が少し伸びてもデザインが崩れないし、多少失敗しても目立たない！時間がないけど少しでも爪を可愛くしたいっていう時におすすめ画像提供：RED （103442265） ,1528311017943445505
@fortune_sachiko,2022-05-22 14:39:58,レブロンの新作ネイルが可愛い！店頭発売8色＋オンライン限定色16色の全24色展開。超速乾＆高発色なヴィーガンネイルなんだとか ,1528249289880678401
@fortune_sachiko,2022-05-22 11:24:59,キールズとBT21がコラボした限定クリーム☺️対象製品の購入で、限定オリジナルグッズもプレゼントしてるみたい。ヘアターバンめっちゃ可愛い！ ,1528200219560595457
@fortune_sachiko,2022-05-21 17:23:38,下まぶたにはアイラインを引くより、下まつ毛を描いた方が盛れる説☝ワンホン直伝の「ナチュラルまつ毛」と「ボリュームまつ毛」の2パターンの描き方が参考になる！ナチュラルな描き方だとケバくなりにくいし、自然に目が大きく見えて中顔面も短縮できる。画像提供：RED （428461579） ,1527928090474577920
@fortune_sachiko,2022-05-21 13:48:53,オペラの微熱リップが可愛すぎ。夕暮れみたいなヌードカラーに、ピンクやレモンイエローのラメがちらつく新色＆限定色カラーマスカラとアイペンシルの限定色も、スモーキーなおしゃれ色が揃ってるし、今期のオペラはイエベさん大優勝の予感…！ ,1527874045902934018
@fortune_sachiko,2022-05-21 11:29:11,ワンダーハニーの「白くまミルクジェル」がめっちゃ可愛い…。ミルクアイスみたいなオールインワンクリームで、夏肌をひんやり潤いケアしてくれるんだとか。しかもソフトミルクの香りつき ,1527838887992668161
@fortune_sachiko,2022-05-20 18:43:06,770円で買えるキャシードールの新作ティント、想像以上に持ちが良い。ティッシュオフしてもリップの色が薄まらないし、飲み物のんだ後のグラスにも全くついてなかった！さすが“落ちないコスメ”最前線のタイで爆売れしているだけある…#タイコスメ #VitCウォーターティント #pr ,1527585697401491456
@fortune_sachiko,2022-05-20 12:33:59,生チョコみたいなバームを仕込む、コフレドールの新作アイブロウ。バーム＆パウダーが1つになったパレットで、夏の汗やこすれにも強い眉メイクを叶えてくれるんだとか！最近こういうバームタイプの眉コスメが人気だから気になる✨ ,1527492806490460160
@fortune_sachiko,2022-05-20 09:46:41,ukaの「ランジェリーペディキュア」が可愛すぎ✨微細なパールが入ったベージュ＆グレーの「オーガンジーセット」と、シロップみたいなイエロー＆パープルの「チュールセット」。大人っぽさと抜け感を兼ね備えたネイルカラーが絶妙で素敵…！ ,1527450705262325760
@fortune_sachiko,2022-05-19 18:01:19,強い女になれる、初心者向けカットクリースメイク。カットクリースって日常的には取り入れにくいと思ってたけど、このメイクなら「今日はちょっと強いメイクにしたい」って時に使えそう！知らなかったテク満載で見てて楽しい画像提供：RED （837831557） ,1527212797829926912
@fortune_sachiko,2022-05-19 15:16:31,インスタでバズってたNARSのボディオイルがついに発売される。ピーチピンクにゴールドパールがキラキラ輝く、大人気のORGASMシェード。デコルテや肩にちゅるんとしたツヤを出してくれるらしい…。これは絶対可愛いやつ ,1527171321573961728
@fortune_sachiko,2022-05-19 12:32:46,FASIO（ファシオ）×ROXYの限定コスメが可愛い！！くすみグリーン＆ピンクの今っぽいデザインで、こなれ感のあるヘルシーな夏限定カラーが揃ってる。これはイエベさん必見。パールオレンジのティント気になる ,1527130114156179456
@fortune_sachiko,2022-05-19 09:46:42,Amplitude（アンプリチュード）2022年夏コレクション✨ ,1527088322782253056
@fortune_sachiko,2022-05-18 19:37:06,3CEの新色ティントがロマンティックな雰囲気で可愛すぎる…。「3CE BLUR WATER TINT」の#EARLY HOURふんわり優しい、儚げなロージーモーブピンクで、イエベ・ブルベ問わず使いやすいんだって。ワンホンも大絶賛してたから気になる画像提供：RED（421122382） ,1526874513668861954
@fortune_sachiko,2022-05-18 17:19:47,klairs（クレアス）が正式に日本上陸してる！プラザで化粧水・美容液・クリームが先行発売中で、8月にはバラエティショップでも販売されるみたい ,1526839958111039488
@fortune_sachiko,2022-05-18 13:10:28,うめはん限定Diorサンクが可愛すぎた赤ちゃんピンクのリップとネイルも可愛い。 ,1526777211843248128
@fortune_sachiko,2022-05-18 11:36:06,OSAJIの「夜空のローソープ」が可愛い。アミューズ ボーテで5/23〜数量限定発売されるそうです✨ ,1526753465803735040
@fortune_sachiko,2022-05-17 17:59:15,いい女感を引き出すベージュ・ブラウン系アイメイク。マットカラーとアイラインだけで仕上げればお仕事メイクにもぴったり。仕事終わりは繊細ラメをトッピングして、艶まぶたで街へ繰り出したい…。中国美女は日常メイクもレベル高すぎ画像提供：RED（236638753） ,1526487499387809792
@fortune_sachiko,2022-05-17 14:27:47,KATEの新作リップジェルが5/21〜数量限定で発売される！ティント処方でポップなカラーが続くジェル状リップグロス。パウチ容器に入った全4色展開です同日ブラウンピンクのアイブロウ新色も登場しますよ☺️✨ ,1526434283933470721
@fortune_sachiko,2022-05-17 13:01:14,マリクワの妹ブランド・デイジードールの新作リップティントが可愛い！みずみずしいツヤと発色が続くウォーターベースのティントで、濃密なのにベタつきにくいんだとか。コーラル・モーブ・ピンク・レッド・テラコッタの全5色展開。税込1430円です ,1526412503801966593
@fortune_sachiko,2022-05-16 17:39:16,毛穴撫子の数量限定「ひきしめマスク」が気になる！キュウリ＆ヘチマエキス＋ヒアルロン酸＆コラーゲン配合で、玉のようなスベスベつるりん肌に導いてくれるんだとか✨ぽっかり毛穴に悩む混合肌さんにおすすめのシートマスクなんだって。 ,1526120084262907905
@fortune_sachiko,2022-05-16 16:43:24,税込385円で買える、ももぷりの数量限定「ドリームインマスク」が気になる…！夜のスキンケア後に肌になじませれば、寝てる間にぷりぷりピーチ肌に導いてくれる、ひんやりおやすみマスク✨肌に伸ばすとキラキラピンク色に変わるんだって。これは絶対買う ,1526106025119477760
@fortune_sachiko,2022-05-16 11:21:22,noiro（ノイロ）夏の新色ネイル✨ビビッドトーンに“グレイッシュ”や“偏光パール”のニュアンスをプラスした、透け感のある全4色が展開されます。夏らしいトロピカルなカラーで、ペディキュアとしても絶対可愛い！ ,1526024979745079297
@fortune_sachiko,2022-05-15 16:59:05,白桃ミルクセーキみたいな、ジバンシイの新作リップグロス#210うるうるのツヤ感と透明感で、ゼリーみたいなぷるん唇に仕上げてくれるみたい。ワンホンの口コミで「色合いが豚バラ肉に似てる」って書いててちょっと笑っちゃった画像提供：RED （109892180） ,1525747583531876357
