@blili_plus,2022-05-27 21:46:08,#予約販売 開始告知✨#フラワーノーズ #クリスタルユニコーン シリーズの予約販売が5/28 20時より予定しておまります。輝くクリスタルデザインでこころも煌めくコスメ今回のシリーズはブラシ、オードトワレも販売いたしますぜひ、チェックしてみてくださいね☺️ ,1530168474185900032
@blili_plus,2022-05-26 22:18:42,#Qoo10メガ割 20%クーポン×3❣️5/27 深夜0時から使用可能大人気 #コスメ をお得にゲットできるチャンス#フラワーノーズ #フロレット ,1529814282019684352
@blili_plus,2022-05-21 22:37:06,プレゼントキャンペーンLIPSにて、お持ちのコスメの新規レビュー投稿をしていただいた先着300名様に、ミニ福袋をプレゼント❣️条件①LIPS(②対象商品:#FlowerKnows、#VenusMarble、#Flortte③投稿期間:5/22-6/12④投稿URLを@blili_plus宛にDM ,1528006976697151494
@blili_plus,2022-05-15 21:35:30,キャットシリーズ #アイシャドウ スウォッチブリティッシュロングヘア:明るめなマットイエローに多色ラメが特徴茶トラ猫:マットオレンジにパープルラメやグリーン偏光ラメが特徴 ,1525817144696782848
@blili_plus,2022-05-08 20:10:05,ヴィーナスマーブ猫シリーズ新猫ちゃん追加しましたよ・ブリティッシュロングヘア(ゴールデン？)↑名前すごく悩みました・ペルシャ猫一応スウォッチも撮りましたので良かったら見てくださいね＃猫好きさんと繋がりたい #新作コスメ ,1523258934315806721
@blili_plus,2022-05-06 23:10:13,大変お待たせしました。まだ準備中ですが、あの大人気フラワーノーズユニコーンシリーズが新・クリスタルをテーマに新作登場少し商品をチラっと紹介しますので良かったら見てくださいね❣️#フラワーノーズ #新作コスメ,1522579491595321344
@blili_plus,2022-04-30 22:30:57,【全色スウォッチ✨】#リトルエンジェル ハイライターベースカラー、色、ラメ、仕上がりを比較しています。写真で色を伝えやすくするため、濃いめに入れてます。使用するときは、お好みにご調整してみてくださいね☺️#フラワーノーズ ,1520395282395312128
@blili_plus,2022-04-25 22:44:04,#FlowerKnows #サーカスシリーズ 大人気コスメ❗️魔法アイテムのような、グラデーションブラッシュ肌になじませるだけで、明るさと立体感を思いのままに！ ,1518586644995411968
@blili_plus,2022-04-20 21:48:13,いつもと違う雰囲気を楽しめる✨#カラーアイライナー に挑戦しませんか？❗️新色入荷❗️Flortte(フロレット) サラダdeフルーツ カラーリキッドアイライナーWPウォータープルーフで、くっきりとした仕上がりを叶えるリキッドタイプです。 ,1516760650638569477
@blili_plus,2022-04-11 21:15:00,大人っぽくきめたいときにピッタリ！♯C04 Hot Cocoa 深みのあるブラウンは落ち着いた知的な雰囲気を演出 ,1513490798146469894
@blili_plus,2022-04-07 17:23:54,Flower Knows LoveBearアイシャドウパレット6点入りスペシャルセットを販売中❣️ご希望のアイシャドウを選べて、その他の各コスメはランダムになります。詳細はWebでチェック！ ,1511983088980873217
@blili_plus,2022-03-31 18:32:43,特別価格コスメPRAMYフィックスミスト1本が税込520円の40%OFFに！数々受賞で注目されている大人気メイクキープミスト汗や水、皮脂に強く、メイクによるテカリやにじみをしっかりと抑えます。ベースメイクが12時間崩れにくいです‍♀️ ,1509463692454547458
@blili_plus,2022-03-17 22:13:09,#Qoo10セール中リトルエンジェルシリーズフェザー #マットリップ が880円❣️ソフトな質感でマットな仕上がりに。W01〜W05 ホワイトエンジェル：ミルクティーカラー。どんなメイクにもマッチ！B01〜B05 ブラックエンジェル：高級感あふれる色合いで、大人の魅力を演出！ ,1504445738469961728
@blili_plus,2022-03-16 18:12:55,lacoreにて、1本のご購入につき、もう1本プレゼント❣Flortte(フロレット)アイブロウペンシル✨汗・水に強い1.5mm極細ペンシルで1本1本描きやすい1日中長くキープする美人眉ご購入はこちら▶ ,1504022892673077249
@blili_plus,2022-03-15 22:25:57,lacoreにてセール中❣フラワーノーズ花神シリーズの #クッションファンデーション セット。憧れの「ツヤ肌」を叶えます✨セット内容レフィル(02or03)×1ケース(色ランダム)×14色のケースからランダム1つとなっております。気になるケースの色はありましたか ,1503724179958681602
@blili_plus,2022-02-25 12:37:49,＼ #Qoo10メガ割 ／#フラワーノーズ 各シリーズの #大人気コスメ がお買い得第一弾：2/25(金)～2/27(日)セール期間中、ご購入金額に応じて、オリジナルノベルティーをプレゼントいたします※フラワーノーズ全商品対象▼Qoo10▼ ,1497053193934901248
@blili_plus,2022-02-24 21:05:00, #サーカスシリーズ こだわりパッケージのグラデーションブラッシュ✨02 Orchid Gem(羅蘭宝石）ベイビーピンクを頬とアゴにのせ、さりげなくトーンアップ。ラベンダーパープルは肌のくすみを補正します ,1496818440270540808
@blili_plus,2022-02-17 18:46:03,マット❤️とグロッシーリップのお好みの質感をアンケートで教えてくださいね️#サーカスシリーズ のリップスティックは、マット6色、グロッシー6色と豊富➡#フラワーノーズ ,1494246759845220353
@blili_plus,2022-02-16 18:39:33,#Qoo10 #コスメセール #フラワーノーズ の #チェリーラブ  アイシャドウパレットが『999円～』とお得な価格に❣️明日の2/16までセール中！▼ご購入はこちら▼ ,1493882733130838023
